,Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,ImageID,FragID,Reef,UniqueCoralID,Temp
334,6,Ambient,4,5,Switzer,Goniastrea,Gon.Swi.5,7,Gon.Swi.5.7,4,1,6,2.493,NA,NA,NA,NA,NA,NA
335,6,Ambient,4,6,Switzer,Goniastrea,Gon.Swi.10,8,Gon.Swi.10.8,4,1,6,2.609,NA,NA,NA,NA,NA,NA
336,6,Ambient,5,2,Parke,Goniastrea,Gon.Par.2,10,Gon.Par.2.10,4,1,6,3.047,NA,NA,NA,NA,NA,NA
337,6,Ambient,5,3,Switzer,Goniastrea,Gon.Swi.10,9,Gon.Swi.10.9,4,1,6,3.077,NA,NA,NA,NA,NA,NA
338,6,Ambient,5,4,Parke,Goniastrea,Gon.Par.6,9,Gon.Par.6.9,4,1,6,4.281,NA,NA,NA,NA,NA,NA
339,6,Ambient,5,11,Jewell,Goniastrea,Gon.Jew.10,10,Gon.Jew.10.10,4,1,5,3.016,NA,NA,NA,NA,NA,NA
340,6,Ambient,6,5,Parke,Goniastrea,Gon.Par.7,10,Gon.Par.7.10,4,1,6,3.509,NA,NA,NA,NA,NA,NA
341,6,Ambient,6,7,Parke,Goniastrea,Gon.Par.3,10,Gon.Par.3.10,4,1,6,3.592,NA,NA,NA,NA,NA,NA
342,6,Ambient,6,8,Jewell,Goniastrea,Gon.Jew.6,6,Gon.Jew.6.6,4,1,6,3.34,NA,NA,NA,NA,NA,NA
343,7,Hot,1,3,Switzer,Goniastrea,Gon.Swi.12,11,Gon.Swi.12.11,4,1,6,3.459,NA,NA,NA,NA,NA,NA
344,7,Hot,1,6,Switzer,Goniastrea,Gon.Swi.6,11,Gon.Swi.6.11,4,1,5,2.851,NA,NA,NA,NA,NA,NA
345,7,Hot,1,8,Switzer,Goniastrea,Gon.Swi.11,11,Gon.Swi.11.11,4,1,5,2.419,NA,NA,NA,NA,NA,NA
346,7,Hot,1,10,Switzer,Goniastrea,Gon.Swi.10,10,Gon.Swi.10.10,4,1,6,2.956,NA,NA,NA,NA,NA,NA
347,7,Hot,2,1,Parke,Goniastrea,Gon.Par.8,13,Gon.Par.8.13,4,1,4,3.049,NA,NA,NA,NA,NA,NA
348,7,Hot,2,3,Switzer,Goniastrea,Gon.Swi.5,8,Gon.Swi.5.8,4,1,6,2.224,NA,NA,NA,NA,NA,NA
349,7,Hot,2,4,Parke,Goniastrea,Gon.Par.8,14,Gon.Par.8.14,4,1,5,1.964,NA,NA,NA,NA,NA,NA
350,7,Hot,2,5,Switzer,Goniastrea,Gon.Swi.6,12,Gon.Swi.6.12,4,1,5,3.51,NA,NA,NA,NA,NA,NA
351,7,Hot,2,7,Switzer,Goniastrea,Gon.Swi.11,12,Gon.Swi.11.12,4,1,4,2.087,NA,NA,NA,NA,NA,NA
352,7,Hot,2,9,Parke,Goniastrea,Gon.Par.6,10,Gon.Par.6.10,4,1,4,3.271,NA,NA,NA,NA,NA,NA
353,7,Hot,2,11,Parke,Goniastrea,Gon.Par.8,15,Gon.Par.8.15,4,1,3,2.948,NA,NA,NA,NA,NA,NA
354,7,Hot,3,3,Switzer,Goniastrea,Gon.Swi.7,12,Gon.Swi.7.12,4,1,5,2.798,NA,NA,NA,NA,NA,NA
355,7,Hot,3,6,Jewell,Goniastrea,Gon.Jew.10,11,Gon.Jew.10.11,4,1,2,2.153,NA,NA,NA,NA,NA,NA
356,7,Hot,3,8,Jewell,Goniastrea,Gon.Jew.7,7,Gon.Jew.7.7,4,1,1,1.738,NA,NA,NA,NA,NA,NA
357,7,Hot,3,10,Switzer,Goniastrea,Gon.Swi.5,9,Gon.Swi.5.9,4,1,6,3.244,NA,NA,NA,NA,NA,NA
358,7,Hot,3,11,Parke,Goniastrea,Gon.Par.3,11,Gon.Par.3.11,4,1,5,3.368,NA,NA,NA,NA,NA,NA
359,7,Hot,4,3,Parke,Goniastrea,Gon.Par.6,11,Gon.Par.6.11,4,1,6,4.512,NA,NA,NA,NA,NA,NA
360,7,Hot,4,6,Parke,Goniastrea,Gon.Par.2,11,Gon.Par.2.11,4,1,4,2.65,NA,NA,NA,NA,NA,NA
361,7,Hot,4,10,Switzer,Goniastrea,Gon.Swi.7,13,Gon.Swi.7.13,4,1,4,2.337,NA,NA,NA,NA,NA,NA
362,7,Hot,5,1,Parke,Goniastrea,Gon.Par.8,16,Gon.Par.8.16,4,1,5,2.651,NA,NA,NA,NA,NA,NA
363,7,Hot,5,5,Parke,Goniastrea,Gon.Par.7,11,Gon.Par.7.11,4,1,4,2.62,NA,NA,NA,NA,NA,NA
364,7,Hot,5,6,Switzer,Goniastrea,Gon.Swi.10,11,Gon.Swi.10.11,4,1,6,3.289,NA,NA,NA,NA,NA,NA
365,7,Hot,5,8,Jewell,Goniastrea,Gon.Jew.11,11,Gon.Jew.11.11,4,1,1,3.044,NA,NA,NA,NA,NA,NA
366,7,Hot,5,11,Jewell,Goniastrea,Gon.Jew.10,12,Gon.Jew.10.12,4,1,2,1.944,NA,NA,NA,NA,NA,NA
367,7,Hot,6,2,Parke,Goniastrea,Gon.Par.7,12,Gon.Par.7.12,4,1,5,4.628,NA,NA,NA,NA,NA,NA
368,7,Hot,6,7,Jewell,Goniastrea,Gon.Jew.6,7,Gon.Jew.6.7,4,1,3,3.007,NA,NA,NA,NA,NA,NA
369,7,Hot,6,10,Jewell,Goniastrea,Gon.Jew.8,11,Gon.Jew.8.11,4,1,2,3.202,NA,NA,NA,NA,NA,NA
370,9,Hot,1,3,Parke,Goniastrea,Gon.Par.6,14,Gon.Par.6.14,4,1,6,3.109,NA,NA,NA,NA,NA,NA
371,9,Hot,1,4,Parke,Goniastrea,Gon.Par.7,15,Gon.Par.7.15,4,1,4,3.754,NA,NA,NA,NA,NA,NA
372,9,Hot,3,8,Parke,Goniastrea,Gon.Par.2,13,Gon.Par.2.13,4,1,5,3.992,NA,NA,NA,NA,NA,NA
373,9,Hot,4,1,Switzer,Goniastrea,Gon.Swi.10,13,Gon.Swi.10.13,4,1,6,3.271,NA,NA,NA,NA,NA,NA
374,9,Hot,4,5,Switzer,Goniastrea,Gon.Swi.12,14,Gon.Swi.12.14,4,1,6,3.732,NA,NA,NA,NA,NA,NA
375,9,Hot,4,6,Switzer,Goniastrea,Gon.Swi.6,15,Gon.Swi.6.15,4,1,5,2.756,NA,NA,NA,NA,NA,NA
376,9,Hot,4,7,Parke,Goniastrea,Gon.Par.2,14,Gon.Par.2.14,4,1,4,3.017,NA,NA,NA,NA,NA,NA
377,9,Hot,4,10,Parke,Goniastrea,Gon.Par.3,14,Gon.Par.3.14,4,1,4,3.94,NA,NA,NA,NA,NA,NA
378,9,Hot,4,11,Switzer,Goniastrea,Gon.Swi.11,15,Gon.Swi.11.15,4,1,5,4.592,NA,NA,NA,NA,NA,NA
379,9,Hot,5,1,Switzer,Goniastrea,Gon.Swi.7,16,Gon.Swi.7.16,4,1,5,2.641,NA,NA,NA,NA,NA,NA
380,9,Hot,5,2,Jewell,Goniastrea,Gon.Jew.6,9,Gon.Jew.6.9,4,1,2,3.065,NA,NA,NA,NA,NA,NA
381,9,Hot,5,4,Parke,Goniastrea,Gon.Par.7,16,Gon.Par.7.16,4,1,4,2.894,NA,NA,NA,NA,NA,NA
382,9,Hot,5,7,Parke,Goniastrea,Gon.Par.6,15,Gon.Par.6.15,4,1,3,3.689,NA,NA,NA,NA,NA,NA
383,9,Hot,5,9,Jewell,Goniastrea,Gon.Jew.8,13,Gon.Jew.8.13,4,1,1,1.872,NA,NA,NA,NA,NA,NA
384,9,Hot,5,10,Parke,Goniastrea,Gon.Par.8,18,Gon.Par.8.18,4,1,3,2.3,NA,NA,NA,NA,NA,NA
385,9,Hot,6,2,Jewell,Goniastrea,Gon.Jew.10,16,Gon.Jew.10.16,4,1,2,2.124,NA,NA,NA,NA,NA,NA
386,9,Hot,6,4,Jewell,Goniastrea,Gon.Jew.8,14,Gon.Jew.8.14,4,1,1,1.969,NA,NA,NA,NA,NA,NA
387,9,Hot,6,6,Switzer,Goniastrea,Gon.Swi.11,16,Gon.Swi.11.16,4,1,5,2.602,NA,NA,NA,NA,NA,NA
388,9,Hot,6,9,Switzer,Goniastrea,Gon.Swi.6,16,Gon.Swi.6.16,4,1,5,3.245,NA,NA,NA,NA,NA,NA
389,12,Hot,1,2,Switzer,Goniastrea,Gon.Swi.6,20,Gon.Swi.6.20,4,1,5,3.142,NA,NA,NA,NA,NA,NA
390,12,Hot,1,5,Jewell,Goniastrea,Gon.Jew.11,20,Gon.Jew.11.20,4,1,1,4.896,NA,NA,NA,NA,NA,NA
391,12,Hot,1,8,Jewell,Goniastrea,Gon.Jew.7,19,Gon.Jew.7.20,4,0,NA,NA,NA,NA,NA,NA,NA,NA
392,12,Hot,2,1,Jewell,Goniastrea,Gon.Jew.10,19,Gon.Jew.10.19,4,1,1,2.205,NA,NA,NA,NA,NA,NA
393,12,Hot,2,4,Switzer,Goniastrea,Gon.Swi.7,19,Gon.Swi.7.19,4,1,4,2.736,NA,NA,NA,NA,NA,NA
394,12,Hot,2,9,Jewell,Goniastrea,Gon.Jew.10,20,Gon.Jew.10.20,4,1,2,2.829,NA,NA,NA,NA,NA,NA
395,12,Hot,2,10,Parke,Goniastrea,Gon.Par.6,18,Gon.Par.6.18,4,1,3,2.921,NA,NA,NA,NA,NA,NA
396,12,Hot,2,11,Parke,Goniastrea,Gon.Par.6,19,Gon.Par.6.19,4,1,6,4.715,NA,NA,NA,NA,NA,NA
397,12,Hot,3,1,Jewell,Goniastrea,Gon.Jew.7,12,Gon.Jew.7.12,4,0,NA,NA,NA,NA,NA,NA,NA,NA
398,12,Hot,3,3,Switzer,Goniastrea,Gon.Swi.12,19,Gon.Swi.12.19,4,1,6,4.097,NA,NA,NA,NA,NA,NA
399,12,Hot,3,7,Switzer,Goniastrea,Gon.Swi.11,20,Gon.Swi.11.20,4,1,5,3.392,NA,NA,NA,NA,NA,NA
400,12,Hot,3,8,Switzer,Goniastrea,Gon.Swi.12,20,Gon.Swi.12.20,4,1,6,3.81,NA,NA,NA,NA,NA,NA
401,12,Hot,3,11,Parke,Goniastrea,Gon.Par.8,20,Gon.Par.8.20,4,1,3,3.144,NA,NA,NA,NA,NA,NA
402,12,Hot,4,2,Jewell,Goniastrea,Gon.Jew.8,19,Gon.Jew.8.19,4,1,2,2.069,NA,NA,NA,NA,NA,NA
403,12,Hot,4,5,Switzer,Goniastrea,Gon.Swi.10,18,Gon.Swi.10.18,4,1,6,2.518,NA,NA,NA,NA,NA,NA
404,12,Hot,4,9,Switzer,Goniastrea,Gon.Swi.7,20,Gon.Swi.7.20,4,1,4,2.642,NA,NA,NA,NA,NA,NA
405,12,Hot,4,10,Jewell,Goniastrea,Gon.Jew.6,12,Gon.Jew.6.12,4,1,3,4.556,NA,NA,NA,NA,NA,NA
406,12,Hot,5,1,Switzer,Goniastrea,Gon.Swi.5,14,Gon.Swi.5.14,4,1,6,2.397,NA,NA,NA,NA,NA,NA
407,12,Hot,5,3,Parke,Goniastrea,Gon.Par.2,19,Gon.Par.2.19,4,1,3,3.994,NA,NA,NA,NA,NA,NA
408,12,Hot,5,7,Parke,Goniastrea,Gon.Par.3,19,Gon.Par.3.19,4,1,4,2.755,NA,NA,NA,NA,NA,NA
409,12,Hot,5,10,Switzer,Goniastrea,Gon.Swi.10,19,Gon.Swi.10.19,4,1,6,4.941,NA,NA,NA,NA,NA,NA
410,12,Hot,6,1,Parke,Goniastrea,Gon.Par.7,20,Gon.Par.7.20,4,1,3,2.604,NA,NA,NA,NA,NA,NA
411,12,Hot,6,6,Parke,Goniastrea,Gon.Par.2,20,Gon.Par.2.20,4,1,4,3.217,NA,NA,NA,NA,NA,NA
412,12,Hot,6,10,Jewell,Goniastrea,Gon.Jew.8,20,Gon.Jew.8.20,4,1,2,2.7,NA,NA,NA,NA,NA,NA
413,AC1,Ambient,1,1,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaMartin17,Martin,AC1_1_1,Ambient
414,AC1,Ambient,1,2,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaPalms5,Palms,AC1_1_2,Ambient
415,AC1,Ambient,1,3,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaArlington8,Arlington,AC1_1_3,Ambient
416,AC1,Ambient,1,4,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaMartin11,Martin,AC1_1_4,Ambient
417,AC1,Ambient,1,5,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaArlington9,Arlington,AC1_1_5,Ambient
418,AC1,Ambient,1,6,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaArlington1,Arlington,AC1_1_6,Ambient
419,AC1,Ambient,1,7,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaWood17,Wood,AC1_1_7,Ambient
420,AC1,Ambient,1,9,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaPalms3,Palms,AC1_1_9,Ambient
421,AC1,Ambient,1,10,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaArlington6,Arlington,AC1_1_10,Ambient
422,AC1,Ambient,1,11,Davies,A. hyacinthus,Davies18,NA,NA,T5,1,NA,NA,NA,_1111836,AhyaDavies18,Davies,AC1_1_11,Ambient
423,AC1,Ambient,3,1,Davies,A. hyacinthus,Davies15,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaDavies15,Davies,AC1_3_1,Ambient
424,AC1,Ambient,3,3,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaDavies14,Davies,AC1_3_3,Ambient
425,AC1,Ambient,3,4,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaArlington10,Arlington,AC1_3_4,Ambient
426,AC1,Ambient,3,5,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaDavies9,Davies,AC1_3_5,Ambient
427,AC1,Ambient,3,6,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaWood16,Wood,AC1_3_6,Ambient
428,AC1,Ambient,3,7,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaMartin3,Martin,AC1_3_7,Ambient
429,AC1,Ambient,3,8,Palms,A. hyacinthus,Palms6,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaPalms6,Palms,AC1_3_8,Ambient
430,AC1,Ambient,3,10,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaWood8,Wood,AC1_3_10,Ambient
431,AC1,Ambient,3,11,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111839,AhyaPalms4,Palms,AC1_3_11,Ambient
432,AC1,Ambient,5,1,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaMartin12,Martin,AC1_5_1,Ambient
433,AC1,Ambient,5,2,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaWood5A,Wood,AC1_5_2,Ambient
434,AC1,Ambient,5,3,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaWood7A,Wood,AC1_5_3,Ambient
435,AC1,Ambient,5,4,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaPalms10,Palms,AC1_5_4,Ambient
436,AC1,Ambient,5,5,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaArlington11,Arlington,AC1_5_5,Ambient
437,AC1,Ambient,5,7,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaDavies16,Davies,AC1_5_7,Ambient
438,AC1,Ambient,5,8,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaDavies12,Davies,AC1_5_8,Ambient
439,AC1,Ambient,5,10,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaPalms16,Palms,AC1_5_10,Ambient
440,AC1,Ambient,5,11,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111842,AhyaMartin13,Martin,AC1_5_11,Ambient
441,AC2,Ambient,1,2,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaDavies16,Davies,AC2_1_2,Ambient
442,AC2,Ambient,1,3,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaMartin17,Martin,AC2_1_3,Ambient
443,AC2,Ambient,1,4,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaWood8,Wood,AC2_1_4,Ambient
444,AC2,Ambient,1,5,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaWood16,Wood,AC2_1_5,Ambient
445,AC2,Ambient,1,6,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaArlington6,Arlington,AC2_1_6,Ambient
446,AC2,Ambient,1,7,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaDavies14,Davies,AC2_1_7,Ambient
447,AC2,Ambient,1,8,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaArlington9,Arlington,AC2_1_8,Ambient
448,AC2,Ambient,1,11,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111863,AhyaArlington1,Arlington,AC2_1_11,Ambient
449,AC2,Ambient,3,1,Davies,A. hyacinthus,Davies15,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaDavies15,Davies,AC2_3_1,Ambient
450,AC2,Ambient,3,3,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaMartin11,Martin,AC2_3_3,Ambient
451,AC2,Ambient,3,4,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaMart3,Martin,AC2_3_4,Ambient
452,AC2,Ambient,3,6,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaDavies12,Davies,AC2_3_6,Ambient
453,AC2,Ambient,3,7,Davies,A. hyacinthus,Davies18,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaDavies18,Davies,AC2_3_7,Ambient
454,AC2,Ambient,3,8,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaMartin13,Martin,AC2_3_8,Ambient
455,AC2,Ambient,3,9,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaWood7A,Wood,AC2_3_9,Ambient
456,AC2,Ambient,3,10,Palms,A. hyacinthus,Palms6,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaPalms6,Palms,AC2_3_10,Ambient
457,AC2,Ambient,3,11,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111866,AhyaPalms3,Palms,AC2_3_11,Ambient
458,AC2,Ambient,5,1,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaWood17,Wood,AC2_5_1,Ambient
459,AC2,Ambient,5,2,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaArlington8,Arlington,AC2_5_2,Ambient
460,AC2,Ambient,5,3,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaArlington11,Arlington,AC2_5_3,Ambient
461,AC2,Ambient,5,4,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaMartin12,Martin,AC2_5_4,Ambient
462,AC2,Ambient,5,5,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaPalms16,Palms,AC2_5_5,Ambient
463,AC2,Ambient,5,6,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaArlington10,Arlington,AC2_5_6,Ambient
464,AC2,Ambient,5,7,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaDavies9,Davies,AC2_5_7,Ambient
465,AC2,Ambient,5,8,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaPalms10,Palms,AC2_5_8,Ambient
466,AC2,Ambient,5,9,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaPalms5,Palms,AC2_5_9,Ambient
467,AC2,Ambient,5,10,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaWood5A,Wood,AC2_5_10,Ambient
468,AC2,Ambient,5,11,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111869,AhyaPalms4,Palms,AC2_5_11,Ambient
469,AC3,Ambient,1,1,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaWood17,Wood,AC3_1_1,Ambient
470,AC3,Ambient,1,2,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaMartin13,Martin,AC3_1_2,Ambient
471,AC3,Ambient,1,3,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaArlington8,Arlington,AC3_1_3,Ambient
472,AC3,Ambient,1,5,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaWood16,Wood,AC3_1_5,Ambient
473,AC3,Ambient,1,6,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaArlington1,Arlington,AC3_1_6,Ambient
474,AC3,Ambient,1,7,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaPalms5,Palms,AC3_1_7,Ambient
475,AC3,Ambient,1,8,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaMartin11,Martin,AC3_1_8,Ambient
476,AC3,Ambient,1,10,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaPalms16,Palms,AC3_1_10,Ambient
477,AC3,Ambient,1,11,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111872,AhyaArlington10,Arlington,AC3_1_11,Ambient
478,AC3,Ambient,3,1,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111875,AhyaDavies12,Davies,AC3_3_1,Ambient
