Tank,ImageID,Stick,Species,Position,FragID,Genotype,Reef,UniqueCoralID,Temp,T0,T1,T2,T3,T4,T5
AC1,_1111836,1,A. hyacinthus,1,AhyaMartin17,Martin17,Martin,AC1_1_1,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,2,AhyaPalms5,Palms5,Palms,AC1_1_2,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,3,AhyaArlington8,Arlington8,Arlington,AC1_1_3,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,4,AhyaMartin11,Martin11,Martin,AC1_1_4,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,5,AhyaArlington9,Arlington9,Arlington,AC1_1_5,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,6,AhyaArlington1,Arlington1,Arlington,AC1_1_6,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,7,AhyaWood17,Wood17,Wood,AC1_1_7,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,8,NA,NA,NA,AC1_1_8,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111836,1,A. hyacinthus,9,AhyaPalms3,Palms3,Palms,AC1_1_9,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,10,AhyaArlington6,Arlington6,Arlington,AC1_1_10,Ambient,1,1,1,1,1,1
AC1,_1111836,1,A. hyacinthus,11,AhyaDavies18,Davies18,Davies,AC1_1_11,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,1,PlutMartin36,Martin36,Martin,AC1_2_1,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,2,PlutPalms20,Palms20,Palms,AC1_2_2,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,3,PlutMartin14,Martin14,Martin,AC1_2_3,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,4,PlutPalms23,Palms23,Palms,AC1_2_4,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,5,PlutArlington16,Arlington16,Arlington,AC1_2_5,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,6,NA,NA,NA,AC1_2_6,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111838,2,P. lutea,7,PlutDavies1,Davies1,Davies,AC1_2_7,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,8,PlutArlington9,Arlington9,Arlington,AC1_2_8,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,9,PlutArlington12,Arlington12,Arlington,AC1_2_9,Ambient,1,1,1,1,1,1
AC1,_1111838,2,P. lutea,10,PlutWood6,Wood6,Wood,AC1_2_10,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111838,2,P. lutea,11,PlutMartin4,Martin4,Martin,AC1_2_11,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,1,AhyaDavies15,Davies15,Davies,AC1_3_1,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,2,NA,NA,NA,AC1_3_2,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111839,3,A. hyacinthus,3,AhyaDavies14,Davies14,Davies,AC1_3_3,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,4,AhyaArlington10,Arlington10,Arlington,AC1_3_4,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,5,AhyaDavies9,Davies9,Davies,AC1_3_5,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,6,AhyaWood16,Wood16,Wood,AC1_3_6,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,7,AhyaMartin3,Martin3,Martin,AC1_3_7,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,8,AhyaPalms6,Palms6,Palms,AC1_3_8,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,9,NA,NA,NA,AC1_3_9,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111839,3,A. hyacinthus,10,AhyaWood8,Wood8,Wood,AC1_3_10,Ambient,1,1,1,1,1,1
AC1,_1111839,3,A. hyacinthus,11,AhyaPalms4,Palms4,Palms,AC1_3_11,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,1,PlutDavies10,Davies10,Davies,AC1_4_1,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,2,PlutArlington1,Arlington1,Arlington,AC1_4_2,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,3,PlutMartin18,Martin18,Martin,AC1_4_3,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,4,PlutWood14,Wood14,Wood,AC1_4_4,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,5,PlutDavies7,Davies7,Davies,AC1_4_5,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,6,PlutArlington6,Arlington6,Arlington,AC1_4_6,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,7,PlutDavies9,Davies9,Davies,AC1_4_7,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,8,PlutDavies18,Davies18,Davies,AC1_4_8,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,9,PlutMartin32,Martin32,Martin,AC1_4_9,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,10,PlutPalms17,Palms17,Palms,AC1_4_10,Ambient,1,1,1,1,1,1
AC1,_1111841,4,P. lutea,11,PlutPalms3,Palms3,Palms,AC1_4_11,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,1,AhyaMartin12,Martin12,Martin,AC1_5_1,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AC1_5_2,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,3,AhyaWood7A,Wood7A,Wood,AC1_5_3,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,4,AhyaPalms10,Palms10,Palms,AC1_5_4,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,5,AhyaArlington11,Arlington11,Arlington,AC1_5_5,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,6,NA,NA,NA,AC1_5_6,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111842,5,A. hyacinthus,7,AhyaDavies16,Davies16,Davies,AC1_5_7,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,8,AhyaDavies12,Davies12,Davies,AC1_5_8,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,9,NA,NA,NA,AC1_5_9,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111842,5,A. hyacinthus,10,AhyaPalms16,Palms16,Palms,AC1_5_10,Ambient,1,1,1,1,1,1
AC1,_1111842,5,A. hyacinthus,11,AhyaMartin13,Martin13,Martin,AC1_5_11,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,1,PlutWood4,Wood4,Wood,AC1_6_1,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,2,NA,NA,NA,AC1_6_2,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111844,6,P. lutea,3,NA,NA,NA,AC1_6_3,Ambient,NA,NA,NA,NA,NA,NA
AC1,_1111844,6,P. lutea,4,PlutPalms1,Palms1,Palms,AC1_6_4,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,5,PlutWood20,Wood20,Wood,AC1_6_5,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,6,PlutWood29,Wood29,Wood,AC1_6_6,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,7,PlutWood13,Wood13,Wood,AC1_6_7,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,8,PlutDavies3,Davies3,Davies,AC1_6_8,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,9,PlutPalms4,Palms4,Palms,AC1_6_9,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,10,PlutMartin19,Martin19,Martin,AC1_6_10,Ambient,1,1,1,1,1,1
AC1,_1111844,6,P. lutea,11,PlutArlington19,Arlington19,Arlington,AC1_6_11,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,1,NA,NA,NA,AC2_1_1,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111863,1,A. hyacinthus,2,AhyaDavies16,Davies16,Davies,AC2_1_2,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,3,AhyaMartin17,Martin17,Martin,AC2_1_3,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,4,AhyaWood8,Wood8,Wood,AC2_1_4,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,5,AhyaWood16,Wood16,Wood,AC2_1_5,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,6,AhyaArlington6,Arlington6,Arlington,AC2_1_6,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,7,AhyaDavies14,Davies14,Davies,AC2_1_7,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,8,AhyaArlington9,Arlington9,Arlington,AC2_1_8,Ambient,1,1,1,1,1,1
AC2,_1111863,1,A. hyacinthus,9,NA,NA,NA,AC2_1_9,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111863,1,A. hyacinthus,10,NA,NA,NA,AC2_1_10,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111863,1,A. hyacinthus,11,AhyaArlington1,Arlington1,Arlington,AC2_1_11,Ambient,1,1,1,1,1,1
AC2,_1111863,2,A. hyacinthus,1,NA,NA,NA,AC2_2_1,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111865,2,P. lutea,2,PlutMartin36,Martin36,Martin,AC2_2_2,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,3,PlutArlington16,Arlington16,Arlington,AC2_2_3,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,4,PlutMartin19,Martin19,Martin,AC2_2_4,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,5,PlutWood14,Wood14,Wood,AC2_2_5,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,6,PlutArlington9,Arlington9,Arlington,AC2_2_6,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,6,PlutWood6,Wood6,Wood,AC2_2_6,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111865,2,P. lutea,8,PlutDavies10,Davies10,Davies,AC2_2_8,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,9,PlutArlington19,Arlington19,Arlington,AC2_2_9,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,10,PlutPalms3,Palms3,Palms,AC2_2_10,Ambient,1,1,1,1,1,1
AC2,_1111865,2,P. lutea,11,PlutMartin14,Martin14,Martin,AC2_2_11,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,1,AhyaDavies15,Davies15,Davies,AC2_3_1,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,2,NA,NA,NA,AC2_3_2,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111866,3,A. hyacinthus,3,AhyaMartin11,Martin11,Martin,AC2_3_3,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,4,AhyaMart3,Martin3,Martin,AC2_3_4,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,5,NA,NA,NA,AC2_3_5,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111866,3,A. hyacinthus,6,AhyaDavies12,Davies12,Davies,AC2_3_6,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,AC2_3_7,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,8,AhyaMartin13,Martin13,Martin,AC2_3_8,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,9,AhyaWood7A,Wood7A,Wood,AC2_3_9,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,10,AhyaPalms6,Palms6,Palms,AC2_3_10,Ambient,1,1,1,1,1,1
AC2,_1111866,3,A. hyacinthus,11,AhyaPalms3,Palms3,Palms,AC2_3_11,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,1,PlutWood13,Wood13,Wood,AC2_4_1,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,2,NA,NA,NA,AC2_4_2,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111868,4,P. lutea,3,PlutPalms1,Palms1,Palms,AC2_4_3,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,4,PlutPalms4,Palms4,Palms,AC2_4_4,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,5,PlutPalms20,Palms20,Palms,AC2_4_5,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,6,NA,NA,NA,AC2_4_6,Ambient,NA,NA,NA,NA,NA,NA
AC2,_1111868,4,P. lutea,7,PlutDavies7,Davies7,Davies,AC2_4_7,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,8,PlutPalms23,Palms23,Palms,AC2_4_8,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,9,PlutWood29,Wood29,Wood,AC2_4_9,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,10,PlutDavies3,Davies3,Davies,AC2_4_10,Ambient,1,1,1,1,1,1
AC2,_1111868,4,P. lutea,11,PlutMartin32,Martin32,Martin,AC2_4_11,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,1,AhyaWood17,Wood17,Wood,AC2_5_1,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,2,AhyaArlington8,Arlington8,Arlington,AC2_5_2,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,3,AhyaArlington11,Arlington11,Arlington,AC2_5_3,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,4,AhyaMartin12,Martin12,Martin,AC2_5_4,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,5,AhyaPalms16,Palms16,Palms,AC2_5_5,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,6,AhyaArlington10,Arlington10,Arlington,AC2_5_6,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,7,AhyaDavies9,Davies9,Davies,AC2_5_7,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,8,AhyaPalms10,Palms10,Palms,AC2_5_8,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,9,AhyaPalms5,Palms5,Palms,AC2_5_9,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,10,AhyaWood5A,Wood5A,Wood,AC2_5_10,Ambient,1,1,1,1,1,1
AC2,_1111869,5,A. hyacinthus,11,AhyaPalms4,Palms4,Palms,AC2_5_11,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,1,PlutWood4,Wood4,Wood,AC2_6_1,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,2,PlutArlington1,Arlington1,Arlington,AC2_6_2,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,3,PlutDavies1,Davies1,Davies,AC2_6_3,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,4,PlutArlington6,Arlington6,Arlington,AC2_6_4,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,5,PlutDavies9,Davies9,Davies,AC2_6_5,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,6,PlutWood20,Wood20,Wood,AC2_6_6,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,7,PlutMartin4,Martin4,Martin,AC2_6_7,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,8,PlutPalms17,Palms17,Palms,AC2_6_8,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,9,PlutArlington12,Arlington12,Arlington,AC2_6_9,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,10,PlutDavies18,Davies18,Davies,AC2_6_10,Ambient,1,1,1,1,1,1
AC2,_1111871,6,P. lutea,11,PlutMartin18,Martin18,Martin,AC2_6_11,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,1,AhyaWood17,Wood17,Wood,AC3_1_1,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,2,AhyaMartin13,Martin13,Martin,AC3_1_2,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,3,AhyaArlington8,Arlington8,Arlington,AC3_1_3,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,4,NA,NA,NA,AC3_1_4,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111872,1,A. hyacinthus,5,AhyaWood16,Wood16,Wood,AC3_1_5,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,6,AhyaArlington1,Arlington1,Arlington,AC3_1_6,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,7,AhyaPalms5,Palms5,Palms,AC3_1_7,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,8,AhyaMartin11,Martin11,Martin,AC3_1_8,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,9,NA,NA,NA,AC3_1_9,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111872,1,A. hyacinthus,10,AhyaPalms16,Palms16,Palms,AC3_1_10,Ambient,1,1,1,1,1,1
AC3,_1111872,1,A. hyacinthus,11,AhyaArlington10,Arlington10,Arlington,AC3_1_11,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,1,PlutArlington6,Arlington6,Arlington,AC3_2_1,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,2,PlutDavies18,Davies18,Davies,AC3_2_2,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,3,NA,NA,NA,AC3_2_3,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111874,2,P. lutea,4,PlutMartin32,Martin32,Martin,AC3_2_4,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,5,PlutArlington12,Arlington12,Arlington,AC3_2_5,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,6,PlutWood4,Wood4,Wood,AC3_2_6,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,7,PlutPalms17,Palms17,Palms,AC3_2_7,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,8,PlutMartin18,Martin18,Martin,AC3_2_8,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,9,PlutWood6,Wood6,Wood,AC3_2_9,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,10,PlutMartin14,Martin14,Martin,AC3_2_10,Ambient,1,1,1,1,1,1
AC3,_1111874,2,P. lutea,11,PlutPalms1,Palms1,Palms,AC3_2_11,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,1,AhyaDavies12,Davies12,Davies,AC3_3_1,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AC3_3_2,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,3,NA,NA,NA,AC3_3_3,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111875,3,A. hyacinthus,4,AhyaMartin17,Martin17,Martin,AC3_3_4,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,5,AhyaWood7A,Wood7A,Wood,AC3_3_5,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,6,AhyaPalms3,Palms3,Palms,AC3_3_6,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,7,AhyaPalms4,Palms4,Palms,AC3_3_7,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,8,AhyaMartin12,Martin12,Martin,AC3_3_8,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,AC3_3_9,Ambient,1,1,1,1,1,1
AC3,_1111875,3,A. hyacinthus,10,NA,NA,NA,AC3_3_10,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111875,3,A. hyacinthus,11,AhyaDavies15,Davies15,Davies,AC3_3_11,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,1,PlutMartin36,Martin36,Martin,AC3_4_1,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,2,PlutPalms4,Palms4,Palms,AC3_4_2,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,3,NA,NA,NA,AC3_4_3,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111877,4,P. lutea,4,PlutArlington16,Arlington16,Arlington,AC3_4_4,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,5,PlutMartin19,Martin19,Martin,AC3_4_5,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,6,PlutPalms23,Palms23,Palms,AC3_4_6,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,7,PlutArlington9,Arlington9,Arlington,AC3_4_7,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,8,PlutDavies9,Davies9,Davies,AC3_4_8,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,9,PlutWood29,Wood29,Wood,AC3_4_9,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,10,PlutArlington19,Arlington19,Arlington,AC3_4_10,Ambient,1,1,1,1,1,1
AC3,_1111877,4,P. lutea,11,PlutPalms3,Palms3,Palms,AC3_4_11,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,AC3_5_1,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,2,AhyaArlington6,Arlington6,Arlington,AC3_5_2,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,AC3_5_3,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,4,AhyaDavies16,Davies16,Davies,AC3_5_4,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,5,AhyaWood8,Wood8,Wood,AC3_5_5,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,6,AhyaDavies9,Davies9,Davies,AC3_5_6,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,7,AhyaPalms10,Palms10,Palms,AC3_5_7,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,8,NA,NA,NA,AC3_5_8,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111878,5,A. hyacinthus,9,AhyaArlington11,Arlington11,Arlington,AC3_5_9,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,AC3_5_10,Ambient,1,1,1,1,1,1
AC3,_1111878,5,A. hyacinthus,11,AhyaPalms6,Palms6,Palms,AC3_5_11,Ambient,1,1,1,1,1,1
AC3,_1111880,6,P. lutea,1,PlutDavies7,Davies7,Davies,AC3_6_1,Ambient,1,1,1,1,1,1
AC3,_1111880,6,P. lutea,2,PlutDavies10,Davies10,Davies,AC3_6_2,Ambient,1,1,1,1,1,1
AC3,_1111880,6,P. lutea,3,NA,NA,NA,AC3_6_3,Ambient,NA,NA,NA,NA,NA,NA
AC3,_1111880,6,P. lutea,4,PlutDavies3,Davies3,Davies,AC3_6_4,Ambient,1,1,1,1,1,1
