Tank,ImageID,Stick,Species,Position,FragID,Genotype,Reef,UniqueCoralID,Temp,T0,T1,T2,T3,T4,T5
AR3,_1111853,6,P. lutea,5,PlutDavies1,Davies1,Davies,AR3_6_5,Hot,1,1,1,1,1,1
AR3,_1111853,6,P. lutea,6,NA,NA,NA,AR3_6_6,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111853,6,P. lutea,7,PlutPalms1,Palms1,Palms,AR3_6_7,Hot,1,1,1,1,1,1
AR3,_1111853,6,P. lutea,8,PlutPalms20,Palms20,Palms,AR3_6_8,Hot,1,1,1,1,1,1
AR3,_1111853,6,P. lutea,9,PlutMartin4,Martin4,Martin,AR3_6_9,Hot,1,1,1,1,1,1
AR3,_1111853,6,P. lutea,10,PlutPalms4,Palms4,Palms,AR3_6_10,Hot,1,1,1,1,1,1
AR3,_1111853,6,P. lutea,11,NA,NA,NA,AR3_6_11,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111854,1,A. hyacinthus,1,AhyaPalms10,Palms10,Palms,AR4_1_1,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,2,NA,NA,NA,AR4_1_2,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111854,1,A. hyacinthus,3,AhyaArlington11,Arlington11,Arlington,AR4_1_3,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,4,AhyaDavies12,Davies12,Davies,AR4_1_4,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,5,AhyaArlington6,Arlington6,Arlington,AR4_1_5,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,6,AhyaPalms3,Palms3,Palms,AR4_1_6,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,7,AhyaWood8,Wood8,Wood,AR4_1_7,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,8,AhyaArlington8,Arlington8,Arlington,AR4_1_8,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,9,AhyaPalms4,Palms4,Palms,AR4_1_9,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,AR4_1_10,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,11,NA,NA,NA,AR4_1_11,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111856,2,P. lutea,1,PlutPalms17,Palms17,Palms,AR4_2_1,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,2,PlutWood13,Wood13,Wood,AR4_2_2,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,3,PlutPalms1,Palms1,Palms,AR4_2_3,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR4_2_4,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,5,PlutDavies9,Davies9,Davies,AR4_2_5,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,6,PlutDavies18,Davies18,Davies,AR4_2_6,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,7,PlutArlington12,Arlington12,Arlington,AR4_2_7,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,8,PlutWood14,Wood14,Wood,AR4_2_8,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,9,PlutDavies10,Davies10,Davies,AR4_2_9,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,10,PlutArlington9,Arlington9,Arlington,AR4_2_10,Hot,1,1,1,1,1,1
AR4,_1111856,2,P. lutea,11,PlutWood29,Wood29,Wood,AR4_2_11,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,AR4_3_1,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AR4_3_2,Hot,1,1,1,1,0,0
AR4,_1111857,3,A. hyacinthus,3,NA,NA,NA,AR4_3_3,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111857,3,A. hyacinthus,4,AhyaPalms6,Palms6,Palms,AR4_3_4,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,5,AhyaDavies15,Davies15,Davies,AR4_3_5,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,6,AhyaWood17,Wood17,Wood,AR4_3_6,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,AR4_3_7,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,8,AhyaMartin12,Martin12,Martin,AR4_3_8,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,AR4_3_9,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,AR4_3_10,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,11,AhyaArlington9,Arlington9,Arlington,AR4_3_11,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,1,NA,NA,NA,AR4_4_1,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111859,4,P. lutea,2,PlutPalms3,Palms3,Palms,AR4_4_2,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,3,PlutArlington16,Arlington16,Arlington,AR4_4_3,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,4,PlutDavies7,Davies7,Davies,AR4_4_4,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,5,PlutMartin36,Martin36,Martin,AR4_4_5,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,6,NA,NA,NA,AR4_4_6,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111859,4,P. lutea,7,PlutWood4,Wood4,Wood,AR4_4_7,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,8,PlutDavies3,Davies3,Davies,AR4_4_8,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,9,PlutMartin4,Martin4,Martin,AR4_4_9,Hot,1,1,1,1,1,1
AR4,_1111859,4,P. lutea,10,NA,NA,NA,AR4_4_10,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111859,4,P. lutea,11,PlutPalms4,Palms4,Palms,AR4_4_11,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,AR4_5_1,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,2,NA,NA,NA,AR4_5_2,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111860,5,A. hyacinthus,3,AhyaWood7A,Wood7A,Wood,AR4_5_3,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,4,AhyaDavies16,Davies16,Davies,AR4_5_4,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,5,AhyaMartin17,Martin17,Martin,AR4_5_5,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,6,AhyaPalms16,Palms16,Palms,AR4_5_6,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,7,AhyaArlington1,Arlington1,Arlington,AR4_5_7,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,8,AhyaArlington10,Arlington10,Arlington,AR4_5_8,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,9,AhyaWood16,Wood16,Wood,AR4_5_9,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,AR4_5_10,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,11,NA,NA,NA,AR4_5_11,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111862,6,P. lutea,1,PlutMartin14,Martin14,Martin,AR4_6_1,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,2,PlutMartin32,Martin32,Martin,AR4_6_2,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,3,PlutArlington1,Arlington1,Arlington,AR4_6_3,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,4,PlutMartin18,Martin18,Martin,AR4_6_4,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,5,PlutPalms23,Palms23,Palms,AR4_6_5,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,6,PlutMartin19,Martin19,Martin,AR4_6_6,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,7,PlutWood20,Wood20,Wood,AR4_6_7,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,8,PlutDavies1,Davies1,Davies,AR4_6_8,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,9,PlutArlington19,Arlington19,Arlington,AR4_6_9,Hot,1,1,1,1,1,1
AR4,_1111862,6,P. lutea,10,NA,NA,NA,AR4_6_10,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111862,6,P. lutea,11,PlutPalms20,Palms20,Palms,AR4_6_11,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,AR5_1_1,Hot,1,1,1,1,1,0
AR5,_1111890,1,A. hyacinthus,2,AhyaWood7A,Wood7A,Wood,AR5_1_2,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,3,NA,NA,NA,AR5_1_3,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111890,1,A. hyacinthus,4,AhyaArlington6,Arlington6,Arlington,AR5_1_4,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,5,AhyaArlington10,Arlington10,Arlington,AR5_1_5,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR5_1_6,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,AR5_1_7,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,8,AhyaWood5A,Wood5A,Wood,AR5_1_8,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,9,AhyaPalms3,Palms3,Palms,AR5_1_9,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,AR5_1_10,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,11,AhyaPalms10,Palms10,Palms,AR5_1_11,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,1,PlutWood4,Wood4,Wood,AR5_2_1,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,2,PlutMartin18,Martin18,Martin,AR5_2_2,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,3,PlutPalms4,Palms4,Palms,AR5_2_3,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,4,NA,NA,NA,AR5_2_4,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111892,2,P. lutea,5,PlutMartin32,Martin32,Martin,AR5_2_5,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,6,PlutDavies10,Davies10,Davies,AR5_2_6,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,7,PlutArlington6,Arlington6,Arlington,AR5_2_7,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,8,PlutDavies9,Davies9,Davies,AR5_2_8,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,9,PlutPalms20,Palms20,Palms,AR5_2_9,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,10,PlutDavies1,Davies1,Davies,AR5_2_10,Hot,1,1,1,1,1,1
AR5,_1111892,2,P. lutea,11,PlutWood29,Wood29,Wood,AR5_2_11,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,1,NA,NA,NA,AR5_3_1,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111893,3,A. hyacinthus,2,AhyaDavies14,Davies14,Davies,AR5_3_2,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,3,AhyaMartin13,Martin13,Martin,AR5_3_3,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,4,AhyaArlington1,Arlington1,Arlington,AR5_3_4,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,5,AhyaDavies9,Davies9,Davies,AR5_3_5,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,6,NA,NA,NA,AR5_3_6,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111893,3,A. hyacinthus,7,AhyaWood16,Wood16,Wood,AR5_3_7,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,8,AhyaWood17,Wood17,Wood,AR5_3_8,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,9,AhyaMartin11,Martin11,Martin,AR5_3_9,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,10,AhyaMartin3,Martin3,Martin,AR5_3_10,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,11,AhyaDavies18,Davies18,Davies,AR5_3_11,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,1,PlutMartin19,Martin19,Martin,AR5_4_1,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,2,PlutWood20,Wood20,Wood,AR5_4_2,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,3,PlutArlington16,Arlington16,Arlington,AR5_4_3,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,4,PlutMartin36,Martin36,Martin,AR5_4_4,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,5,PlutMartin4,Martin4,Martin,AR5_4_5,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,6,PlutWood13,Wood13,Wood,AR5_4_6,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,7,PlutArlington9,Arlington9,Arlington,AR5_4_7,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,8,NA,NA,NA,AR5_4_8,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111895,4,P. lutea,9,NA,NA,NA,AR5_4_9,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111895,4,P. lutea,10,PlutDavies18,Davies18,Davies,AR5_4_10,Hot,1,1,1,1,1,1
AR5,_1111895,4,P. lutea,11,PlutArlington12,Arlington12,Arlington,AR5_4_11,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,1,NA,NA,NA,AR5_5_1,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,2,AhyaMartin12,Martin12,Martin,AR5_5_2,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,3,AhyaArlington8,Arlington8,Arlington,AR5_5_3,Hot,1,1,1,1,0,0
AR5,_1111896,5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,AR5_5_4,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,AR5_5_5,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,6,AhyaWood8,Wood8,Wood,AR5_5_6,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,7,AhyaPalms5,Palms5,Palms,AR5_5_7,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,8,NA,NA,NA,AR5_5_8,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,9,AhyaDavies15,Davies15,Davies,AR5_5_9,Hot,1,1,1,1,0,0
AR5,_1111896,5,A. hyacinthus,10,NA,NA,NA,AR5_5_10,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,11,AhyaMartin17,Martin17,Martin,AR5_5_11,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,1,PlutArlington19,Arlington19,Arlington,AR5_6_1,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,2,PlutArlington1,Arlington1,Arlington,AR5_6_2,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,3,NA,NA,NA,AR5_6_3,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111898,6,P. lutea,4,PlutPalms3,Palms3,Palms,AR5_6_4,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,5,PlutPalms1,Palms1,Palms,AR5_6_5,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,6,PlutDavies7,Davies7,Davies,AR5_6_6,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,7,PlutDavies3,Davies3,Davies,AR5_6_7,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,8,PlutWood14,Wood14,Wood,AR5_6_8,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,9,PlutPalms17,Palms17,Palms,AR5_6_9,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,10,PlutPalms23,Palms23,Palms,AR5_6_10,Hot,1,1,1,1,1,1
AR5,_1111898,6,P. lutea,11,PlutMartin14,Martin14,Martin,AR5_6_11,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,1,NA,NA,NA,AR6_1_1,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111917,1,A. hyacinthus,2,AhyaWood8,Wood8,Wood,AR6_1_2,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,AR6_1_3,Hot,1,1,1,0,0,0
AR6,_1111917,1,A. hyacinthus,4,AhyaDavies9,Davies9,Davies,AR6_1_4,Hot,1,1,1,1,0,0
AR6,_1111917,1,A. hyacinthus,5,AhyaArlington1,Arlington1,Arlington,AR6_1_5,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR6_1_6,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,7,AhyaWood7A,Wood7A,Wood,AR6_1_7,Hot,1,0,0,0,0,0
AR6,_1111917,1,A. hyacinthus,8,AhyaArlington11,Arlington11,Arlington,AR6_1_8,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,9,AhyaArlington6,Arlington6,Arlington,AR6_1_9,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,10,AhyaWood16,Wood16,Wood,AR6_1_10,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,11,AhyaArlington10,Arlington10,Arlington,AR6_1_11,Hot,1,1,0,0,0,0
AR6,_1111919,2,P. lutea,1,PlutArlington12,Arlington12,Arlington,AR6_2_1,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,2,PlutDavies1,Davies1,Davies,AR6_2_2,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,3,PlutWood4,Wood4,Wood,AR6_2_3,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,4,PlutArlington1,Arlington1,Arlington,AR6_2_4,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,5,PlutPalms23,Palms23,Palms,AR6_2_5,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,6,PlutPalms1,Palms1,Palms,AR6_2_6,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,7,PlutWood13,Wood13,Wood,AR6_2_7,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,8,PlutPalms17,Palms17,Palms,AR6_2_8,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,9,PlutPalms4,Palms4,Palms,AR6_2_9,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,10,PlutMartin19,Martin19,Martin,AR6_2_10,Hot,1,1,1,1,1,1
AR6,_1111919,2,P. lutea,11,NA,NA,NA,AR6_2_11,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111920,3,A. hyacinthus,1,AhyaDavies16,Davies16,Davies,AR6_3_1,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,2,AhyaPalms3,Palms3,Palms,AR6_3_2,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,3,AhyaDavies12,Davies12,Davies,AR6_3_3,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,4,AhyaWood5A,Wood5A,Wood,AR6_3_4,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,5,AhyaMartin13,Martin13,Martin,AR6_3_5,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,6,NA,NA,NA,AR6_3_6,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111920,3,A. hyacinthus,7,AhyaDavies14,Davies14,Davies,AR6_3_7,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,8,NA,NA,NA,AR6_3_8,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111920,3,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,AR6_3_9,Hot,1,1,1,1,0,0
AR6,_1111920,3,A. hyacinthus,10,AhyaPalms16,Palms16,Palms,AR6_3_10,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,11,AhyaMartin12,Martin12,Martin,AR6_3_11,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,1,PlutWood14,Wood14,Wood,AR6_4_1,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,2,PlutMartin32,Martin32,Martin,AR6_4_2,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,3,PlutDavies18,Davies18,Davies,AR6_4_3,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,4,PlutDavies10,Davies10,Davies,AR6_4_4,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,5,PlutPalms3,Palms3,Palms,AR6_4_5,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,6,PlutArlington19,Arlington19,Arlington,AR6_4_6,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,7,PlutDavies3,Davies3,Davies,AR6_4_7,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,8,NA,NA,NA,AR6_4_8,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111922,4,P. lutea,9,PlutWood20,Wood20,Wood,AR6_4_9,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,10,PlutMartin14,Martin14,Martin,AR6_4_10,Hot,1,1,1,1,1,1
AR6,_1111922,4,P. lutea,11,PlutArlington16,Arlington16,Arlington,AR6_4_11,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,AR6_5_1,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,2,AhyaPalms10,Palms10,Palms,AR6_5_2,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,3,NA,NA,NA,AR6_5_3,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111923,5,A. hyacinthus,4,AhyaMartin3,Martin3,Martin,AR6_5_4,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,5,AhyaArlington8,Arlington8,Arlington,AR6_5_5,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,6,AhyaPalms6,Palms6,Palms,AR6_5_6,Hot,1,1,1,1,1,0
AR6,_1111923,5,A. hyacinthus,7,AhyaWood17,Wood17,Wood,AR6_5_7,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,8,AhyaDavies15,Davies15,Davies,AR6_5_8,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,9,AhyaMartin17,Martin17,Martin,AR6_5_9,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,AR6_5_10,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,11,NA,NA,NA,AR6_5_11,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111925,6,P. lutea,1,PlutWood29,Wood29,Wood,AR6_6_1,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,2,PlutMartin4,Martin4,Martin,AR6_6_2,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,3,PlutArlington9,Arlington9,Arlington,AR6_6_3,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR6_6_4,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,5,PlutMartin18,Martin18,Martin,AR6_6_5,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,6,PlutDavies9,Davies9,Davies,AR6_6_6,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,7,NA,NA,NA,AR6_6_7,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111925,6,P. lutea,8,PlutPalms20,Palms20,Palms,AR6_6_8,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,9,PlutMartin36,Martin36,Martin,AR6_6_9,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,10,PlutDavies7,Davies7,Davies,AR6_6_10,Hot,1,1,1,1,1,1
AR6,_1111925,6,P. lutea,11,NA,NA,NA,AR6_6_11,Hot,NA,NA,NA,NA,NA,NA
